activationTime,firstBillNumber,lastBillNumber,taxableBase,totalWithDiscount,discountsTotal,total,tip,tax 10%,tax 21%,card,cash,delitbee,gloriafood,glovo,justeat,shop,uber
22/03/2025,LS13860,LS13876,"419,89","549,30","87,15","462,15","0,00","41,77","0,49","124,70","31,70",,"70,80","11,83","37,50",,"185,62"
23/03/2025,LS13877,LS13895,"487,77","732,40","195,58","536,82","0,00","48,53","0,52","95,10",,,"63,30","106,50","28,50",,"243,42"
24/03/2025,LS13896,LS13905,"278,49","359,10","52,44","306,66","0,00","27,56","0,61","39,40",,,"14,90","33,60","78,00",,"140,76"
25/03/2025,LS13906,LS13911,"117,93","167,10","37,38","129,72","0,00","11,79",,,"18,90",,,"64,85","26,63",,"19,34"
26/03/2025,LS13912,LS13922,"324,55","452,60","95,60","357,00","0,00","32,45",,"98,40","32,80",,"52,65","13,14","70,43",,"89,58"
27/03/2025,LS13923,LS13934,"246,99","323,30","51,60","271,70","0,00","24,71",,"148,50","11,40",,,"52,01","59,79",,
28/03/2025,LI83,LS13962,"581,75","708,40","68,20","640,20","0,00","57,91","0,54","325,00","63,60",,"61,40","43,84","132,62",,"13,74"
29/03/2025,LS13963,LS13987,"547,34","759,60","157,55","602,05","0,00","54,71",,"62,10",,,"224,00","58,13","92,50",,"165,32"
30/03/2025,LS13988,LS14006,"421,37","586,00","122,52","463,48","0,00","42,11",,"21,80","44,70",,"72,65","34,18","78,13",,"212,02"
31/03/2025,LS14007,LS14021,"284,66","394,09","78,31","315,78","0,00","26,07","5,05","66,40","70,80",,,"25,73","38,00",,"114,85"
01/04/2025,LS14022,LS14025,"82,34","105,20","14,63","90,57","0,00","8,23",,"39,40",,,,,"29,13",,"22,04"
02/04/2025,LS14026,LS14037,"329,05","411,30","48,84","362,46","0,00","32,44","0,97","247,90","2,50",,"60,10","51,96",,,
03/04/2025,LS14038,LS14048,"220,13","264,30","21,97","242,33","0,00","21,83","0,37","100,40",,,"59,00","29,80","53,13",,
04/04/2025,LS14049,LS14076,"675,87","918,20","174,78","743,42","0,00","67,55",,"70,80","75,15",,"176,90","175,58","86,75",,"158,24"
05/04/2025,LS14077,LS14101,"550,06","678,70","73,13","605,57","3,10","54,54","0,97","226,30","16,50",,"90,70","137,63","28,50",,"109,04"
06/04/2025,LI84,LS14118,"444,74","542,70","53,51","489,19","0,00","44,45",,"41,40","54,15",,"46,90","146,71","140,15",,"59,88"
07/04/2025,LS14119,LS14124,"103,13","128,50","15,06","113,44","0,00","10,31",,"32,70","37,90",,,,,,"42,84"
08/04/2025,LS14125,LS14135,"386,24","501,90","76,72","425,18","0,00","38,33","0,61","50,20",,,"68,80","42,00","101,70",,"162,48"
09/04/2025,LS14136,LS14150,"365,27","452,60","50,54","402,06","0,00","36,30","0,49","199,50","25,80",,"78,30","7,80","37,50",,"53,16"
10/04/2025,LS14151,LS14170,"479,97","610,10","80,62","529,48","0,00","46,59","2,92","164,40","18,60",,"79,50","30,04","65,00",,"171,94"
11/04/2025,LS14171,LS14197,"681,01","963,39","211,75","751,64","0,00","65,77","4,86","90,90","117,40",,"88,20","117,84","107,50",,"229,80"
12/04/2025,LS14198,LS14206,"190,20","235,10","25,88","209,22","0,00","19,02",,"23,80","59,10",,,"84,78",,,"41,54"
13/04/2025,LS14207,LS14231,"678,23","827,00","80,94","746,06","2,40","67,83",,"306,20","141,40",,"129,00","78,26","28,50",,"65,10"
14/04/2025,LS14232,LS14240,"221,43","269,30","25,72","243,58","0,00","22,15",,"69,90",,,,"11,60","109,00",,"53,08"
15/04/2025,LS14241,LS14251,"223,89","292,90","46,62","246,28","0,00","22,39",,"42,00","23,80",,"102,30","26,28","51,90",,
16/04/2025,LS14252,LS14278,"500,89","695,00","144,05","550,95","0,00","50,06",,"105,80","80,50",,"146,20","94,75","30,50",,"93,20"
17/04/2025,LI85,LS14296,"337,42","402,30","30,64","371,66","0,00","33,27","0,97","93,18","54,60",,"84,30","27,18","86,40",,"26,00"
18/04/2025,LS14297,LS14312,"342,92","444,50","67,30","377,20","0,00","34,28",,"69,70","78,80",,"127,50","40,34",,,"60,86"
19/04/2025,LS14313,LS14327,"416,01","512,20","54,58","457,62","0,00","41,61",,"167,70",,,"57,50","153,20","40,10",,"39,12"
20/04/2025,LI86,LS14346,"413,96","550,20","94,86","455,34","0,00","41,38",,"84,52","68,80",,"92,30","104,32",,,"105,40"
21/04/2025,LS14347,LS14358,"228,81","320,49","68,79","251,70","0,00","22,89",,"11,40","19,80",,"27,50","101,10",,,"91,90"
22/04/2025,LS14359,LS14366,"160,24","211,30","35,04","176,26","0,00","16,02",,"77,50","43,40",,,,,,"55,36"
23/04/2025,LS14367,LS14380,"288,63","389,80","70,54","319,26","0,00","27,25","3,38","52,70","34,00",,"97,60","53,68","35,16",,"46,12"
24/04/2025,LS14381,LS14397,"352,78","426,30","37,73","388,57","0,00","34,81","0,98","152,80","57,60",,"23,50","30,57","111,56",,"12,54"
25/04/2025,LS14398,LS14426,"664,61","826,30","95,24","731,06","0,00","66,45",,"389,80","55,30",,"104,50","58,04","68,36",,"55,06"
26/04/2025,LS14427,LS14450,"537,77","653,65","61,18","592,47","0,50","52,93","1,77","226,80","61,50",,"103,00","44,90","75,11",,"81,66"
27/04/2025,LS14451,LS14463,"279,87","366,80","58,63","308,17","0,00","27,69","0,61","85,90",,,"123,70","33,80","18,53",,"46,24"
28/04/2025,LS14464,LS14464,"11,82","13,00","0,00","13,00","0,00","1,18",,"13,00",,,,,,,
29/04/2025,LS14465,LS14476,"260,08","305,30","19,21","286,09","0,00","26,01",,"54,30","23,60",,"48,85","45,20","96,40",,"17,74"
30/04/2025,LI87,LS14502,"585,36","733,24","89,35","643,89","0,00","58,53",,"161,00","59,60",,"39,90","156,89","95,50",,"131,00"
01/05/2025,LS14503,LS14533,"666,56","866,50","133,03","733,47","0,00","66,42","0,49","180,20","104,60",,"168,55","30,20",,,"249,92"
02/05/2025,LS14534,LS14558,"562,06","773,50","154,62","618,88","0,00","55,64","1,18","163,50","56,20",,"126,20","102,80","44,80",,"125,38"
03/05/2025,LS14559,LS14577,"474,54","564,19","41,69","522,50","0,00","46,99","0,97","311,20",,,,"119,04",,,"92,26"
04/05/2025,LS14578,LS14599,"533,39","721,30","134,56","586,74","3,10","53,35",,"140,30","49,60",,"100,00","97,60","103,46",,"98,88"
06/05/2025,LS14600,LS14608,"140,76","166,80","11,96","154,84","0,00","14,08",,"77,20","26,80",,,"50,84",,,
07/05/2025,LS14609,LS14611,"66,17","90,40","17,62","72,78","0,00","6,61",,,"44,60",,,,,,"28,18"
08/05/2025,LS14612,LS14628,"341,33","410,50","34,74","375,76","0,00","33,82","0,61","135,42","15,50",,"25,50","68,97","78,63",,"51,74"
09/05/2025,LI88,LS14643,"363,90","477,89","77,59","400,30","0,00","36,40",,"76,70",,,"62,90","85,18","175,52",,
10/05/2025,LS14644,LS14674,"743,56","947,20","128,28","818,92","0,00","73,46","1,90","275,00","48,20",,"133,30","87,04","100,66",,"174,72"
11/05/2025,LS14675,LS14703,"623,63","792,69","106,67","686,02","0,00","62,39",,"272,30","117,60",,"66,80","154,80","28,50",,"46,02"
13/05/2025,LS14704,LS14705,"36,03","46,20","6,57","39,63","0,00","3,60",,"21,80",,,,,"17,83",,
14/05/2025,LS14706,LS14728,"662,83","872,40","143,26","729,14","0,00","66,31",,"207,70","31,90",,"181,50","28,10","124,50",,"155,44"
15/05/2025,LI89,LS14750,"506,43","621,50","64,43","557,07","0,00","50,64",,"180,22","70,90",,"43,30","10,60","150,39",,"101,66"
16/05/2025,LS14752,LS14772,"465,06","583,40","71,83","511,57","0,00","46,51",,"187,00","68,40",,"75,00","12,90","49,83",,"118,44"
17/05/2025,LS14773,LS14798,"736,66","909,50","98,98","810,52","0,00","73,53","0,33","208,40","96,80",,"72,80","101,80","178,58",,"152,14"
18/05/2025,LS14799,LS14825,"653,08","806,70","88,33","718,37","0,50","65,29",,"200,10","71,90",,"169,10","42,90","121,83",,"113,04"
20/05/2025,LS14826,LS14840,"382,48","457,24","35,24","422,00","0,00","37,09","2,43","138,40","136,60",,,"46,64","28,50",,"71,86"
21/05/2025,LS14841,LS14853,"291,26","357,60","36,09","321,51","0,00","28,10","2,15","106,70","82,00",,"27,50","12,90","57,23",,"35,18"
22/05/2025,LS14854,LS14872,"394,81","463,40","29,12","434,28","0,00","39,47",,"165,20","76,50",,"43,60","50,70","33,50",,"64,78"
23/05/2025,LS14873,LS14912,"1.005,83","1.191,19","84,52","1.106,67","0,00","100,35","0,49","462,50","182,90",,"142,20","77,99","136,50",,"104,58"
24/05/2025,LS14913,LS14954,"1.175,03","1.364,20","70,84","1.293,36","2,60","116,75","1,58","704,40","264,02",,"159,22","87,90",,,"80,42"
25/05/2025,LS14955,LS14979,"595,65","750,00","94,78","655,22","0,00","59,57",,"206,90","72,80",,"108,20","38,90","88,50",,"139,92"
27/05/2025,LS14980,LS14991,"218,21","278,20","38,18","240,02","0,00","21,81",,"134,10","8,20",,"22,50",,,,"75,22"
28/05/2025,LS14992,LS15012,"450,01","544,30","48,78","495,52","0,00","44,54","0,97","184,60","109,30",,"53,30",,"109,50",,"38,82"
29/05/2025,LS15013,LS15037,"513,14","607,10","42,13","564,97","2,70","50,85","0,98","277,30","104,70",,,"46,70","113,89",,"25,08"
30/05/2025,LS15038,LS15072,"933,46","1.138,00","110,56","1.027,44","1,20","92,77","1,21","478,30","155,00",,"94,00","30,00","174,08",,"97,26"
31/05/2025,LS15073,LS15111,"1.209,84","1.372,40","41,62","1.330,78","0,00","120,94",,"713,10","174,10",,"159,00","189,30","69,00",,"26,28"
01/06/2025,LS15112,LS15136,"553,79","704,10","94,70","609,40","1,00","55,12","0,49","216,80","45,20",,"48,90","37,00","100,00",,"162,50"
03/06/2025,LS15137,LS15147,"269,51","322,60","25,88","296,72","1,00","26,72","0,49","206,50","15,40",,,,,,"75,82"
04/06/2025,LS15148,LS15169,"501,36","633,30","80,60","552,70","0,00","49,08","2,26","168,70",,,"101,90","40,00","155,76",,"86,34"
05/06/2025,LS15170,LS15187,"410,08","516,10","65,02","451,08","10,00","41,00",,"233,00","27,20",,"24,50","37,80","39,50",,"99,08"
06/06/2025,LI90,LS15214,"775,93","910,70","56,94","853,76","3,70","77,37","0,46","502,30","31,90",,"24,90","134,50","108,50",,"55,36"
07/06/2025,LI92,LS15245,"890,93","1.096,40","116,12","980,28","0,00","88,86","0,49","431,60","79,10",,"32,50","125,90","160,76",,"150,42"
08/06/2025,LS15246,LS15277,"783,63","1.024,80","161,67","863,13","0,00","77,32","2,18","154,72","126,00",,"75,00","50,90","120,09",,"336,42"
10/06/2025,LS15278,LS15298,"380,53","505,30","86,73","418,57","0,00","38,04",,"186,90","89,50",,"57,70",,"19,33",,"65,14"
11/06/2025,LS15299,LS15313,"376,97","469,80","54,64","415,16","0,00","37,22","0,97","209,00",,,"38,32","34,00","38,00",,"95,84"
12/06/2025,LS15314,LS15341,"639,87","782,50","78,67","703,83","0,00","63,96",,"167,90","301,60",,"93,25","12,90",,,"128,18"
13/06/2025,LS15342,LS15373,"780,71","998,60","139,09","859,51","0,00","77,36","1,44","344,40","106,50",,"79,87","44,40","87,86",,"196,48"
14/06/2025,LS15374,LS15413,"1.003,81","1.229,10","124,17","1.104,93","0,00","99,66","1,46","545,10","197,20",,"115,57","78,80","101,96",,"66,30"
15/06/2025,LS15414,LS15441,"588,37","777,40","130,20","647,20","2,40","58,83",,"243,10","58,90",,,"32,00",,,"315,60"
17/06/2025,LS15442,LS15462,"413,35","506,00","51,36","454,64","2,20","41,29",,"274,20","51,60",,,,,,"131,04"
18/06/2025,LI93,LS15483,"473,32","623,20","102,24","520,96","0,00","47,03","0,61","95,70","9,00",,"37,00","42,30","139,56",,"197,40"
19/06/2025,LS15484,LS15518,"689,09","861,50","103,24","758,26","0,00","68,68","0,49","339,60","119,20",,"54,30","60,60","51,36",,"133,20"
20/06/2025,LS15519,LS15553,"1.004,27","1.279,29","174,07","1.105,22","0,00","99,98","0,97","467,40","39,70",,"97,80","21,99","191,35",,"286,98"
21/06/2025,LS15554,LS15582,"600,57","750,00","88,88","661,12","0,00","59,58","0,97","316,30","131,80",,"34,50","42,50","30,50",,"105,52"
22/06/2025,LS15583,LS15607,"586,36","822,90","177,91","644,99","1,00","58,63",,"113,70","57,80",,"100,70","58,70","26,53",,"288,56"
24/06/2025,LS15608,LS15629,"483,60","645,50","113,56","531,94","0,00","48,34",,"206,90","68,40",,"32,50",,,,"224,14"
25/06/2025,LS15630,LS15653,"574,47","700,60","68,09","632,51","0,00","56,94","1,10","335,00","121,50",,"59,10",,"27,33",,"89,58"
26/06/2025,LS15654,LS15677,"492,68","622,70","80,75","541,95","1,90","49,27",,"242,40","19,30",,"30,50","40,20","28,13",,"183,32"
27/06/2025,LS15678,LS15708,"900,19","1.210,70","220,55","990,15","0,00","89,96",,"236,15","138,05",,"81,90","10,60","87,03",,"436,42"
28/06/2025,LS15709,LS15745,"821,33","1.076,70","173,01","903,69","5,80","81,87","0,49","334,50","89,20",,"40,00","49,90","179,81",,"216,08"
29/06/2025,LS15746,LS15777,"719,29","1.015,60","224,06","791,54","0,00","71,56","0,69","289,90","34,80",,"71,30","21,80","64,50",,"309,24"
01/07/2025,LS15778,LS15815,"479,45","665,90","138,50","527,40","0,00","47,95",,"249,40","32,70",,"51,70","30,00","31,00",,"132,60"
02/07/2025,LS15801,LS15814,"295,18","399,90","74,96","324,94","0,00","29,29","0,47","192,72","8,40",,,"12,90",,,"110,92"
03/07/2025,LS15816,LS15838,"589,61","694,80","46,20","648,60","0,00","58,99",,"372,30","61,10",,"45,30",,"69,50",,"100,40"
04/07/2025,LS15839,LS15868,"855,53","962,40","21,34","941,06","0,00","85,53",,"464,50","145,70",,"71,00","85,70","105,16",,"69,00"
05/07/2025,LS15869,LS15890,"617,84","710,60","30,99","679,61","0,00","61,77",,"410,20","62,80",,"25,80","37,00","90,13",,"53,68"
06/07/2025,LS15891,LS15921,"794,26","1.049,49","175,82","873,67","2,40","79,41",,"373,19","46,90",,"178,10","41,99","27,33",,"208,56"
08/07/2025,LS15922,LS15932,"295,19","379,00","54,30","324,70","0,00","29,51",,"181,20","78,40",,,,,,"65,10"
09/07/2025,LS15933,LS15946,"324,89","398,40","41,02","357,38","0,00","32,49",,"122,80","19,60",,"24,80","79,90","68,76",,"41,52"
10/07/2025,LS15947,LS15962,"391,93","472,80","41,68","431,12","1,10","39,19",,"179,30",,,"125,30","33,40","37,50",,"56,72"
11/07/2025,LS15963,LS15986,"670,56","807,50","69,90","737,60","1,80","67,04",,"311,30","150,50",,"163,60","16,90",,,"97,10"
12/07/2025,LS15987,LS16010,"565,69","635,20","12,96","622,24","0,00","56,55",,"360,00","72,00",,"27,80","52,90","60,00",,"49,54"
13/07/2025,LS16011,LS16034,"516,39","623,20","54,90","568,30","3,50","51,42","0,49","318,00","41,00",,"86,30","50,00",,,"76,50"
15/07/2025,LS16035,LS16054,"505,51","677,30","121,26","556,04","0,00","50,53",,"195,10","168,00",,"75,40",,"37,50",,"80,04"
16/07/2025,LS16055,LS16071,"422,41","523,70","59,06","464,64","1,80","42,23",,"269,60","24,80",,"15,90",,"116,12",,"40,02"
17/07/2025,LS16072,LS16090,"560,46","666,40","49,90","616,50","0,00","56,04",,"391,50","31,30",,"50,40",,"44,00",,"99,30"
18/07/2025,LI94,LS16118,"790,79","943,60","73,77","869,83","0,00","79,04",,"498,50","5,00",,"24,80","81,40","137,79",,"122,34"
19/07/2025,LS16119,LS16148,"806,16","996,90","108,75","888,15","0,00","79,37","2,62","433,40","83,10",,"80,30",,"152,39",,"138,96"
20/07/2025,LS16149,LS16180,"679,41","785,30","37,95","747,35","0,00","67,94",,"302,90","135,40",,"120,20",,"114,63",,"74,22"
22/07/2025,LS16181,LS16202,"526,50","667,00","86,85","580,15","0,00","51,71","1,94","372,10","69,70",,"10,90",,"17,13",,"110,32"
23/07/2025,LS16203,LS16220,"483,52","643,49","111,61","531,88","3,80","48,36",,"255,40","56,00",,"27,15","51,99",,,"145,14"
24/07/2025,LS16221,LS16241,"495,16","578,50","33,84","544,66","0,00","49,50",,"283,50","84,00",,,"54,90","71,50",,"50,76"
25/07/2025,LS16242,LS16260,"423,86","474,60","8,36","466,24","0,00","42,38",,"202,30","122,30",,"30,30",,"64,80",,"46,54"
26/07/2025,LS16261,LS16274,"460,01","511,60","5,60","506,00","0,00","45,99",,"296,30","19,80",,"72,00","50,90","67,00",,
27/07/2025,LS16275,LS16301,"731,46","930,20","125,24","804,96","0,00","72,81","0,69","328,80","34,80",,"128,45","67,23","34,00",,"211,68"
29/07/2025,LS16302,LS16316,"299,00","455,30","126,15","329,15","0,00","29,66","0,49","122,10","32,60",,"38,15",,"70,60",,"65,70"
30/07/2025,LS16317,LS16348,"685,26","825,10","71,31","753,79","4,50","68,53",,"363,70","56,60",,"25,80",,"224,63",,"87,56"
31/07/2025,LS16376,LS16376,"0,00","12,90","12,90","0,00","0,00","0,00",,,,,,,,,
01/08/2025,LS16351,LS16377,"800,66","911,10","29,75","881,35","0,00","79,48","1,21","626,62","28,70",,"177,50",,"48,53",,
02/08/2025,LS16378,LS16403,"616,51","742,00","63,84","678,16","5,40","61,65",,"334,90","30,60",,"67,00","80,38","143,50",,"27,18"
03/08/2025,LI95,LS16439,"795,53","994,00","118,93","875,07","0,00","79,54",,"372,10","35,60",,"59,40","142,68","118,95",,"146,34"
05/08/2025,LS16440,LS16454,"355,94","434,70","42,94","391,76","0,90","35,35","0,47","293,80","5,00",,"32,50",,,,"61,36"
06/08/2025,LI101,LS16474,"550,22","652,20","46,48","605,72","4,50","47,58","0,97","308,60","91,40",,"95,00","38,00","39,00",,"38,22"
07/08/2025,LS16475,LS16497,"520,53","648,30","75,45","572,85","0,00","51,83","0,49","248,50","143,70",,,"38,82","49,33",,"92,50"
08/08/2025,LI97,LS16532,"921,65","1.115,75","101,66","1.014,09","1,50","91,95","0,49","466,10","62,50",,"99,05","52,29","155,63",,"180,02"
09/08/2025,LS16533,LS16548,"429,81","499,60","26,81","472,79","0,00","42,98",,"221,60","72,20",,"33,70","12,90","132,39",,
10/08/2025,LS16549,LS16568,"473,11","630,79","110,13","520,66","0,00","47,06","0,49","210,60","91,50",,,"21,99","64,03",,"132,54"
12/08/2025,LS16569,LS16591,"441,43","593,40","107,52","485,88","0,00","43,84","0,61","249,90","23,60",,,"38,78","112,16",,"61,44"
13/08/2025,LS16592,LS16607,"351,49","473,90","86,90","387,00","0,00","34,85","0,66","135,90","32,60",,"50,00","13,14","70,36",,"85,00"
14/08/2025,LS16608,LS16630,"682,56","815,50","64,69","750,81","2,70","68,25",,"452,30","172,00",,,"33,80","52,39",,"43,02"
15/08/2025,LS16631,LS16659,"740,38","881,20","66,80","814,40","4,60","74,02",,"469,60","47,60",,"22,90","70,73","121,63",,"86,54"
16/08/2025,LS16660,LS16674,"389,65","492,60","63,72","428,88","0,30","38,74","0,49","143,44","23,86",,"60,50","22,00","64,50",,"114,88"
17/08/2025,LS16675,LS16689,"425,96","516,70","48,14","468,56","0,30","42,60",,"235,90","103,90",,"50,50","26,28",,,"52,28"
19/08/2025,LS16690,LS16714,"568,15","771,90","146,68","625,22","0,00","56,58","0,49","177,60","146,60",,"47,40","88,50","67,00",,"98,12"
20/08/2025,LI98,LS16728,"434,05","492,50","15,03","477,47","0,00","43,42",,"254,00","77,20",,,"48,13","75,50",,"22,64"
21/08/2025,LS16729,LS16747,"382,72","482,60","61,63","420,97","0,00","38,25",,"269,10","5,60",,"37,40","38,58","17,13",,"53,16"
22/08/2025,LS16748,LS16767,"713,63","839,30","54,29","785,01","5,00","71,38",,"512,50","122,20",,,"25,68","115,59",,"14,04"
23/08/2025,LS16768,LS16793,"686,82","835,40","79,92","755,48","0,00","68,66",,"415,30","58,30",,"193,60",,"35,66",,"52,62"
24/08/2025,LS16794,LS16812,"483,31","649,40","117,21","532,19","0,00","47,79","1,09","113,50","19,40",,"79,00","25,68","221,75",,"72,86"
26/08/2025,LS16813,LS16830,"439,27","594,60","111,43","483,17","0,00","43,90",,"226,10","55,70",,"31,80","25,68","50,13",,"93,76"
27/08/2025,LS16831,LS16847,"527,53","649,90","69,28","580,62","0,00","52,48","0,61","281,35",,,"167,00","24,13","41,00",,"67,14"
28/08/2025,LS16848,LS16866,"554,68","646,80","36,38","610,42","3,70","55,25","0,49","452,10","9,90",,"50,10","102,02",,,
29/08/2025,LS16867,LS16902,"1.015,17","1.324,60","206,63","1.117,97","0,00","100,33","2,47","490,90","98,30",,"161,90",,"64,39",,"302,48"
30/08/2025,LS16903,LS16930,"783,57","943,90","81,73","862,17","0,00","78,11","0,49","499,80","2,80",,"42,40","14,63","212,36",,"90,18"
31/08/2025,LS16931,LS16955,"582,58","773,90","133,09","640,81","0,00","58,23",,"128,80","69,90",,"83,10","62,84","133,23",,"162,94"
02/09/2025,LS16956,LS16979,"422,95","490,70","25,46","465,24","0,00","42,29",,"320,30","72,80",,"25,50",,"33,50",,"13,14"
03/09/2025,LS16980,LS16997,"534,13","656,30","68,46","587,84","0,00","53,10","0,61","371,50","65,70",,"53,30",,,,"97,34"
04/09/2025,LS16998,LS17015,"399,78","495,20","55,46","439,74","0,00","39,96",,"224,50","39,20",,"59,72",,"34,50",,"81,82"
05/09/2025,LS17016,LS17050,"912,07","1.139,10","134,56","1.004,54","0,00","90,05","2,42","381,40","197,40",,"98,60",,"126,26",,"200,88"
06/09/2025,LS17051,LS17080,"840,77","1.029,80","104,97","924,83","0,00","84,06",,"222,80","214,30",,"43,40","87,90","225,63",,"130,80"
07/09/2025,LS17081,LS17112,"774,26","947,50","95,47","852,03","2,10","77,08","0,69","360,70","51,30",,"142,70","16,90","159,59",,"122,94"
09/09/2025,LS17113,LS17134,"348,65","451,80","68,01","383,79","0,00","34,59","0,55","148,30","68,50",,"22,90","24,40","19,33",,"100,36"
10/09/2025,LS17135,LS17147,"258,98","346,70","61,58","285,12","0,00","25,65","0,49","113,80","35,00",,,,"68,00",,"68,32"
11/09/2025,LS17148,LS17175,"559,21","708,10","92,98","615,12","1,80","55,91",,"203,00","96,10","51,80","58,30",,"105,00",,"102,72"
12/09/2025,LS17176,LS17206,"834,43","1.005,90","88,06","917,84","0,00","83,41",,"549,20","46,80","19,80","108,40","25,00","91,46",,"77,18"
13/09/2025,LS17207,LS17236,"1.003,69","1.202,80","98,74","1.104,06","1,00","100,37",,"604,70","186,00","28,30",,"68,60","33,16",,"184,30"
14/09/2025,LS17237,LS17265,"555,67","776,10","164,89","611,21","0,00","55,54",,"89,60","101,40","27,30","47,50",,"84,33",,"261,08"
16/09/2025,LS17266,LS17282,"310,48","386,20","44,67","341,53","0,00","31,05",,"127,40","62,90",,,,"90,83",,"60,40"
17/09/2025,LS17283,LS17304,"457,91","590,90","87,21","503,69","0,00","45,78",,"126,60","78,90","83,50","23,20","37,40","87,59",,"66,50"
18/09/2025,LS17305,LS17331,"770,71","936,80","88,09","848,71","0,20","76,22","1,78","450,00","65,30","17,90",,,"171,11",,"144,60"
19/09/2025,LS17332,LS17373,"1.173,96","1.408,30","116,21","1.292,09","0,00","116,67","1,46","742,81","139,19","28,30","149,70",,"183,99",,"48,10"
20/09/2025,LS17374,LS17405,"765,56","981,90","139,80","842,10","1,80","76,54",,"445,00","73,50",,"38,60","12,90","39,50",,"234,40"
21/09/2025,LS17406,LS17438,"660,48","827,30","100,64","726,66","0,00","65,91","0,27","278,80","75,90","69,00","26,00","32,80","102,16",,"142,00"
23/09/2025,LS17439,LS17453,"266,14","305,70","12,54","293,16","0,00","26,24","0,78","129,20","25,80",,,"12,90","34,26",,"91,00"
24/09/2025,LS17455,LS17467,"358,82","411,50","16,80","394,70","0,00","35,88",,"221,60",,"36,50",,,"67,00",,"69,60"
25/09/2025,LS17468,LS17493,"445,40","534,00","43,20","490,80","2,50","43,75","1,65","297,10",,"52,40","70,70",,"39,50",,"33,60"
26/09/2025,LS17488,LS17516,"840,43","954,10","29,64","924,46","0,00","84,03",,"597,60","29,40","27,10",,"30,70","83,86",,"155,80"
27/09/2025,LS17517,LS17558,"1.052,17","1.265,00","107,37","1.157,63","0,00","104,97","0,49","660,80","181,60","50,20",,,"46,33",,"218,70"
28/09/2025,LI100,LS17587,"758,14","943,50","109,34","834,16","7,70","75,59","0,43","268,20",,,"24,50","43,00","79,36",,"426,80"
30/09/2025,LS17588,LS17616,"537,44","648,90","57,46","591,44","0,00","53,51","0,49","221,20","49,40",,"164,64","25,00",,,"131,20"
01/10/2025,LS17617,LS17639,"607,09","706,40","38,60","667,80","0,00","60,71",,"223,50","290,10","50,00",,,,,"104,20"
02/10/2025,LS17640,LS17659,"399,12","492,50","53,20","439,30","0,00","39,69","0,49","159,00","85,40",,"25,50",,"74,00",,"95,40"
03/10/2025,LS17660,LS17700,"948,44","1.221,40","178,14","1.043,26","0,00","94,82",,"479,10","114,50",,"70,50",,"197,96",,"181,20"
04/10/2025,LS17701,LS17741,"974,06","1.219,40","147,67","1.071,73","1,50","97,11","0,56","353,70","108,70","84,90","49,40",,"60,33",,"416,20"
05/10/2025,LS17742,LS17772,"714,10","817,50","30,77","786,73","3,70","70,29","2,34","288,30","68,90","23,90","67,60","20,00","119,63",,"202,10"
07/10/2025,LS17773,LS17774,"14,73","16,20","0,00","16,20","0,00","1,47",,"16,20",,,,,,,
08/10/2025,LS17775,LS17788,"349,22","407,80","23,67","384,13","0,00","34,91",,"160,00","26,00",,,"52,80","86,33",,"59,00"
09/10/2025,LS17789,LS17808,"443,98","505,70","16,80","488,90","0,00","43,95","0,97","103,30","93,90",,,"45,00","28,50",,"218,20"
10/10/2025,LS17809,LS17853,"1.144,68","1.390,40","130,24","1.260,16","0,00","113,53","1,95","645,00","127,40","59,10","88,80","56,50","66,86",,"216,50"
11/10/2025,LS17854,LS17894,"996,87","1.189,90","93,10","1.096,80","0,00","99,44","0,49","364,30","134,90","72,30","126,60","94,20","70,80",,"233,70"
12/10/2025,LS17895,LS17924,"643,41","739,90","32,14","707,76","0,00","64,35",,"281,70","71,80","42,20","53,90","47,30","68,76",,"142,10"
14/10/2025,LS17925,LS17939,"280,29","325,10","16,80","308,30","0,00","28,01",,"178,80","5,20",,,"26,00","36,50",,"61,80"
15/10/2025,LS17940,LS17962,"559,08","647,50","32,25","615,25","1,10","55,68","0,49","213,45","238,25",,,,"137,75",,"26,90"
16/10/2025,LS17963,LS17976,"242,56","290,10","23,07","267,03","0,00","24,04","0,43","96,30",,,,,"50,43",,"120,30"
17/10/2025,LS17977,LS18001,"501,95","593,50","41,37","552,13","0,00","50,18",,"181,80","60,10","109,40",,"31,10","106,93",,"62,80"
18/10/2025,LS18002,LS18039,"927,70","1.156,70","135,96","1.020,74","0,00","92,51","0,53","355,30","9,90","64,50",,"34,00","241,74",,"315,30"
19/10/2025,LS18040,LS18062,"492,22","571,10","29,64","541,46","0,00","49,24",,"248,10","40,20","53,60",,"77,00","32,46",,"90,10"
21/10/2025,LS18063,LS18078,"356,44","425,60","33,51","392,09","0,00","35,65",,"52,20","26,00",,,"81,70","72,99",,"159,20"
22/10/2025,LS18079,LS18091,"223,94","269,40","23,07","246,33","0,00","22,39",,"69,30","9,90","45,00",,"28,00","17,13",,"77,00"
23/10/2025,LS18092,LS18106,"345,82","414,00","33,60","380,40","1,00","34,58",,"196,50","57,40","63,90",,"33,60",,,"30,00"
24/10/2025,LS18107,LS18152,"1.133,06","1.347,20","100,80","1.246,40","0,00","113,34",,"451,60","77,00","179,30",,"50,80","190,10",,"297,60"
25/10/2025,LS18153,LS18192,"1.113,57","1.349,80","123,87","1.225,93","0,00","110,47","1,89","316,20","177,70","172,70",,"281,70","127,63",,"150,00"
